id,company_id,job_no,guide_id,agent_id,business_type,car_type,car_licence_plate,tour_reserve_id,tour_amount,addon_amount,prompt_pay_amount,fee_amount,total_amount,payment_id,payment_no,parking_id,person_total,is_pay,is_pay_date,is_pay_by,job_order,pay_history_id,pay_history_agent_id,is_coupon,remark,create_year,create_month,rate_prompt_pay,source_bank,create_date,create_by,create_by_type,update_date,update_by,update_by_type,cancel_date,cancel_by,cancel_by_type,checkout_date,checkout_by,is_checkout,remark_change_data,old_tour_tx_id,business_type_other,remark_reserve_tour,job_order_image_url,load_timestamp,business_date
156005,9,BJ241114156005,5140,2385,2,2,334078,155088,150.0,0.0,5.0,0.0,155.0,0,,1,15,0,,,14/03381,0,0,0,,2024,11,3,,2024-11-14 11:29:44.060000,7745,backoffice,,,,,,,,,0,,0,0,,,2024-11-17 07:54:51.000000,2024-11-17
156006,9,BJ241114156006,6494,2485,2,1,นจ2814,155089,150.0,0.0,5.0,0.0,155.0,0,,1,12,0,,,241113,0,0,0,,2024,11,3,,2024-11-14 14:32:52.740000,7745,backoffice,,,,,,,,,0,,0,0,,,2024-11-17 07:54:51.000000,2024-11-17
156007,9,BJ241114156007,1452,2180,2,2,302422,155090,150.0,0.0,5.0,0.0,155.0,0,,1,21,0,,,01136773,0,0,0,,2024,11,3,,2024-11-14 14:33:03.163000,7745,backoffice,,,,,,,,,0,,0,0,,,2024-11-17 07:54:51.000000,2024-11-17
156008,9,BJ241114156008,7864,2569,2,2,304147,155091,150.0,0.0,5.0,0.0,155.0,0,,1,29,0,,,6709032,0,0,0,,2024,11,3,,2024-11-14 14:33:06.817000,7745,backoffice,,,,,,,,,0,,0,0,,,2024-11-17 07:54:51.000000,2024-11-17
156009,9,BJ241114156009,408,822,2,2,336606,155092,150.0,0.0,5.0,0.0,155.0,0,,1,22,0,,,14x004,0,0,0,,2024,11,3,,2024-11-14 14:33:18.237000,7745,backoffice,,,,,,,,,0,,0,0,,,2024-11-17 07:54:51.000000,2024-11-17
156010,9,BJ241114156010,1812,822,2,2,339608,155093,150.0,0.0,5.0,0.0,155.0,0,,1,26,0,,,SJE4X11-1,0,0,0,,2024,11,3,,2024-11-14 14:33:24.270000,7745,backoffice,,,,,,,,,0,,0,0,,,2024-11-17 07:54:51.000000,2024-11-17
156011,9,BJ241114156011,5831,2180,2,2,344878,155094,150.0,0.0,5.0,0.0,155.0,0,,1,15,0,,,01135783,0,0,0,,2024,11,3,,2024-11-14 14:41:44.793000,7745,backoffice,,,,,,,,,0,,0,0,,,2024-11-17 07:54:51.000000,2024-11-17
156012,9,BJ241114156012,7575,2180,2,2,344653,155095,150.0,0.0,5.0,0.0,155.0,0,,1,18,0,,,01136781,0,0,0,,2024,11,3,,2024-11-14 14:47:36.347000,7745,backoffice,,,,,,,,,0,,0,0,,,2024-11-17 07:54:51.000000,2024-11-17
156013,9,BJ241114156013,8311,2548,2,2,339203,155096,150.0,0.0,5.0,0.0,155.0,0,,1,21,0,,,14/04408,0,0,0,,2024,11,3,,2024-11-14 14:48:30.537000,7745,backoffice,,,,,,,,,0,,0,0,,,2024-11-17 07:54:51.000000,2024-11-17
156014,9,BJ241114156014,7503,2180,2,1,5476,155097,150.0,0.0,5.0,0.0,155.0,0,,1,14,0,,,01136778,0,0,0,,2024,11,3,,2024-11-14 15:44:01.323000,7745,backoffice,,,,,,,,,0,,0,0,,,2024-11-17 07:54:51.000000,2024-11-17
